neuron_id,mean_firing_rate_ifr,mean_firing_rate,cv2_isi,waveform_width,peak_asymmetry,cluster,channel,is_single_unit,session_name,group_name,experiment_name
40,3.8610369161960993,2.8520722190962884,0.5478989410437435,32.0,0.128,slow_regular,20,1,ESHOCK_04_LOC1,shock,ESHOCK
41,8.398418824417297,8.775712354766213,0.9766437361583913,49.0,0.18631178707224336,fast_firing,12,1,ESHOCK_04_LOC1,shock,ESHOCK
42,9.788710398925724,9.764266102279818,0.9760168090332135,35.0,0.1394422310756972,fast_firing,25,1,ESHOCK_04_LOC1,shock,ESHOCK
43,19.782450755356173,18.42419447662673,0.9744009644598925,48.0,0.1875,fast_firing,14,1,ESHOCK_04_LOC1,shock,ESHOCK
44,6.888827131717358,6.853753153730186,0.9993877412819312,55.0,0.21912350597609562,fast_firing,11,1,ESHOCK_04_LOC1,shock,ESHOCK
45,15.60598649836952,18.144063092721264,0.9431242265269204,97.0,0.4470046082949309,fast_firing,28,1,ESHOCK_04_LOC1,shock,ESHOCK
46,13.963483670876489,15.04835064942512,0.9483786013731474,100.0,0.3937007874015748,fast_firing,4,1,ESHOCK_04_LOC1,shock,ESHOCK
47,3.76429225298466,0.8343580200357684,0.29973919564845264,109.0,0.48444444444444446,slow_regular,10,1,ESHOCK_04_LOC1,shock,ESHOCK
48,4.6830463057310325,4.582795793705176,0.3841709165018746,32.0,0.12403100775193798,slow_regular,4,1,ESHOCK_06_LOC1,sham,ESHOCK
49,11.62625695913458,9.618301463457382,0.7269233562472772,98.0,0.4537037037037037,fast_firing,8,1,ESHOCK_06_LOC1,sham,ESHOCK
50,6.0267412261890065,6.4276571310022845,0.5261789934656746,40.0,0.14925373134328357,fast_firing,10,1,ESHOCK_06_LOC1,sham,ESHOCK
51,5.6882879487265186,5.81883094012449,0.346053317375931,55.0,0.21912350597609562,fast_firing,12,1,ESHOCK_06_LOC1,sham,ESHOCK
52,4.250153673893282,4.09578971492731,0.2931659694572026,45.0,0.16605166051660517,slow_regular,14,1,ESHOCK_06_LOC1,sham,ESHOCK
54,2.773898714508589,2.7692125932985894,0.44812541396473665,42.0,0.15555555555555556,slow_regular,16,1,ESHOCK_06_LOC1,sham,ESHOCK
55,5.931250142681123,5.908824176090203,0.8926925747989496,46.0,0.17037037037037037,fast_firing,14,1,ESHOCK_06_LOC1,sham,ESHOCK
57,12.980738940230538,9.333505795980523,0.365297081487713,35.0,0.14893617021276595,fast_firing,21,1,ESHOCK_06_LOC1,sham,ESHOCK
58,5.496594591335167,5.6199129642856445,0.4049661270652833,26.0,0.10483870967741936,fast_firing,26,1,ESHOCK_06_LOC1,sham,ESHOCK
59,2.843504747707106,1.9647608620441097,0.5653134531762297,40.0,0.14925373134328357,slow_regular,20,1,ESHOCK_06_LOC1,sham,ESHOCK
60,6.903619792480036,13.612025679057725,0.4566475898505965,26.0,0.10483870967741936,fast_firing,20,1,ESHOCK_06_LOC1,sham,ESHOCK
62,13.54002790343356,13.295403135446652,0.6789190094943808,85.0,0.4358974358974359,fast_firing,26,1,ESHOCK_06_LOC1,sham,ESHOCK
63,0.6981434539405378,0.10947347911682723,0.9383774084028698,80.0,0.39603960396039606,slow_irregular,25,1,ESHOCK_06_LOC1,sham,ESHOCK
64,2.1471591699443224,2.4202144343096066,0.8029740105360786,16.0,0.06557377049180328,slow_irregular,26,1,ESHOCK_06_LOC1,sham,ESHOCK
69,4.575095070528702,4.818204929249632,0.9426573172184384,22.0,0.08870967741935484,fast_firing,29,1,ESHOCK_06_LOC1,sham,ESHOCK
70,6.10273742783641,5.991409432266056,0.4659648204430557,23.0,0.0931174089068826,fast_firing,32,1,ESHOCK_06_LOC1,sham,ESHOCK
71,1.3873609032568326,0.2543406394518768,0.831142917889395,22.0,0.08461538461538462,slow_irregular,31,1,ESHOCK_06_LOC1,sham,ESHOCK
73,3.5251554509720258,3.440595057957427,0.39581701650815804,34.0,0.12408759124087591,slow_regular,6,1,ESHOCK_06_LOC1,sham,ESHOCK
74,3.9457184378437553,4.622030649629251,0.5357451685024339,60.0,0.26548672566371684,fast_firing,11,1,ESHOCK_06_LOC1,sham,ESHOCK
75,3.2291118557712526,2.888837748423744,0.4760894534403014,41.0,0.15471698113207547,slow_regular,24,1,ESHOCK_06_LOC1,sham,ESHOCK
76,2.2848734244155864,2.9777335059020698,0.9380814610799271,27.0,0.1067193675889328,slow_irregular,2,1,ESHOCK_06_LOC1,sham,ESHOCK
77,2.8582555840324577,3.0295893644310934,0.8314142542539952,23.0,0.09236947791164658,slow_irregular,26,1,ESHOCK_06_LOC1,sham,ESHOCK
81,3.2950899725269345,3.356363584050495,1.07590431582868,4.0,0.01639344262295082,fast_firing,16,1,ESHOCK_07_LOC1,sham,ESHOCK
84,3.164835430152116,2.9686793083811294,0.3055560540408257,80.0,0.20100502512562815,slow_regular,23,1,ESHOCK_07_LOC1,sham,ESHOCK
85,3.295966767074276,2.994195683212871,0.3831057750294313,110.0,0.30386740331491713,slow_regular,23,1,ESHOCK_07_LOC1,sham,ESHOCK
86,6.939040419356106,6.0479295743664725,0.6623527182709172,126.0,0.4632352941176471,fast_firing,23,1,ESHOCK_07_LOC1,sham,ESHOCK
88,10.938651926847935,10.178015492024619,0.9670588956571536,53.0,0.19272727272727272,fast_firing,24,1,ESHOCK_07_LOC1,sham,ESHOCK
89,3.7830075468590447,3.4035551590081248,0.7377949444492153,130.0,0.47101449275362317,slow_irregular,23,1,ESHOCK_07_LOC1,sham,ESHOCK
90,10.153395930476435,9.810908937993755,0.8958468044143981,20.0,0.08,fast_firing,28,1,ESHOCK_07_LOC1,sham,ESHOCK
91,9.51665853764618,9.845753879968283,0.9380214622293226,19.0,0.07692307692307693,fast_firing,29,1,ESHOCK_07_LOC1,sham,ESHOCK
92,2.7080280341956735,3.003524250355658,0.8302124486398236,24.0,0.096,slow_irregular,27,1,ESHOCK_07_LOC1,sham,ESHOCK
93,5.035167127708121,5.126322014583458,1.0012856376977146,56.0,0.24561403508771928,fast_firing,18,1,ESHOCK_07_LOC1,sham,ESHOCK
94,4.884681091359049,5.051967847063007,0.9107857997783161,57.0,0.2345679012345679,fast_firing,28,1,ESHOCK_07_LOC1,sham,ESHOCK
95,5.726569790138534,7.544067122296445,0.87781056624021,27.0,0.10931174089068826,fast_firing,31,1,ESHOCK_07_LOC1,sham,ESHOCK
97,19.54626651268064,25.82284569934443,0.4590498696775612,15.0,0.06224066390041494,fast_firing,1,1,ESHOCK_08_LOC1,sham,ESHOCK
98,7.9585464439130895,6.5782860533961145,0.9849747982996063,52.0,0.1897810218978102,fast_firing,11,1,ESHOCK_08_LOC1,sham,ESHOCK
99,0.7113679761396341,0.2650410547038975,1.087794600791573,116.0,0.464,slow_irregular,7,1,ESHOCK_08_LOC1,sham,ESHOCK
100,11.444527659491639,10.602739666643286,0.5135084125443277,22.0,0.08943089430894309,fast_firing,9,1,ESHOCK_08_LOC1,sham,ESHOCK
101,11.732547897527045,11.451090537393236,0.8662706241158028,104.0,0.4642857142857143,fast_firing,9,1,ESHOCK_08_LOC1,sham,ESHOCK
102,3.246080211886887,2.034999485236861,0.3937923337436291,54.0,0.19285714285714287,slow_regular,14,1,ESHOCK_08_LOC1,sham,ESHOCK
103,2.2776515282861,0.14349531222581613,0.2782401979677611,55.0,0.19572953736654805,slow_regular,10,1,ESHOCK_08_LOC1,sham,ESHOCK
104,5.007324379215758,4.911216231055658,0.759737915085024,62.0,0.21379310344827587,fast_firing,14,1,ESHOCK_08_LOC1,sham,ESHOCK
105,7.85029640103085,7.52211755254871,0.9223247845641377,51.0,0.20318725099601595,fast_firing,16,1,ESHOCK_08_LOC1,sham,ESHOCK
106,5.174320957737494,2.8353356721636405,0.32567220888542814,58.0,0.19463087248322147,slow_regular,13,1,ESHOCK_08_LOC1,sham,ESHOCK
107,4.618085526131303,2.1425523770007615,0.9317600876292756,67.0,0.2757201646090535,slow_irregular,14,1,ESHOCK_08_LOC1,sham,ESHOCK
108,28.093341129014227,26.79603474803462,0.16381709349332957,25.0,0.09881422924901186,fast_firing,21,1,ESHOCK_08_LOC1,sham,ESHOCK
109,8.761276907489776,7.996228259099781,0.5144568051739413,63.0,0.22580645161290322,fast_firing,21,1,ESHOCK_08_LOC1,sham,ESHOCK
110,3.961819777387996,4.438203002991973,0.7536654384275517,51.0,0.19245283018867926,fast_firing,24,1,ESHOCK_08_LOC1,sham,ESHOCK
111,10.07693828915737,10.690812315256073,0.3888304474070745,20.0,0.08130081300813008,fast_firing,26,1,ESHOCK_08_LOC1,sham,ESHOCK
113,8.905131497404554,8.849517783042971,0.525898751543803,14.0,0.05785123966942149,fast_firing,32,1,ESHOCK_08_LOC1,sham,ESHOCK
114,1.4147812794945842,0.7660399841959439,0.34674155343658025,138.0,0.45695364238410596,slow_regular,23,1,ESHOCK_08_LOC1,sham,ESHOCK
115,21.407822847829635,15.18992537429801,0.3404118259300638,44.0,0.1774193548387097,fast_firing,23,1,ESHOCK_08_LOC1,sham,ESHOCK
116,12.17106714749455,10.554724982820117,0.45887588798643225,59.0,0.27699530516431925,fast_firing,31,1,ESHOCK_08_LOC1,sham,ESHOCK
117,4.918208011383251,0.7838740096159784,0.4185521753618236,81.0,0.41968911917098445,slow_regular,23,1,ESHOCK_08_LOC1,sham,ESHOCK
118,5.445987012506309,0.5748043577688046,0.6013763592649443,82.0,0.21025641025641026,slow_regular,23,1,ESHOCK_08_LOC1,sham,ESHOCK
120,2.520518946021325,1.1081789026387598,0.5390064176282388,72.0,0.23076923076923078,slow_regular,9,1,ESHOCK_08_LOC1,sham,ESHOCK
121,20.022646142947515,14.937779691820905,0.3674326856424747,74.0,0.24503311258278146,fast_firing,32,1,ESHOCK_08_LOC1,sham,ESHOCK
122,1.2111020958011278,0.540508155037969,0.48840881627046706,104.0,0.3076923076923077,slow_regular,23,1,ESHOCK_08_LOC1,sham,ESHOCK
123,0.9280154799147771,1.2821292428895579,0.8539025160275474,31.0,0.12156862745098039,slow_irregular,32,1,ESHOCK_08_LOC1,sham,ESHOCK
124,2.6459363160988127,0.8000618173049328,0.9955308743502435,89.0,0.40271493212669685,slow_irregular,23,1,ESHOCK_08_LOC1,sham,ESHOCK
125,1.5480773776754608,0.4927678408366459,0.5943452152384253,47.0,0.17472118959107807,slow_regular,16,1,ESHOCK_08_LOC1,sham,ESHOCK
126,1.8216409582172937,1.1828074397810582,0.7828915542245928,51.0,0.1881918819188192,slow_irregular,16,1,ESHOCK_08_LOC1,sham,ESHOCK
127,7.650664911600753,0.5772736843654248,0.9698137335104341,29.0,0.11284046692607004,slow_irregular,16,1,ESHOCK_08_LOC1,sham,ESHOCK
128,1.4640648617190668,0.1764196668474183,0.9300166715219131,67.0,0.9436619718309859,slow_irregular,23,1,ESHOCK_08_LOC1,sham,ESHOCK
129,1.4314873023105514,0.4033233441146266,0.8549186612373738,59.0,0.271889400921659,slow_irregular,5,1,ESHOCK_08_LOC1,sham,ESHOCK
130,4.694474068721374,0.4483199620974829,0.8294833661100399,16.0,0.06611570247933884,slow_irregular,32,1,ESHOCK_08_LOC1,sham,ESHOCK
132,3.5291969761851893,3.4908046987553703,0.25859569645909214,103.0,0.4204081632653061,slow_regular,5,1,ESHOCK_09_LOC1,sham,ESHOCK
135,6.609771994150981,8.331233567374584,0.916206949558518,44.0,0.16296296296296298,fast_firing,12,1,ESHOCK_09_LOC1,sham,ESHOCK
136,3.763390981266648,3.6828634340480497,0.29627435288595133,102.0,0.4811320754716981,slow_regular,12,1,ESHOCK_09_LOC1,sham,ESHOCK
137,2.9019114274152153,1.7397777721298282,0.25895724063084796,51.0,0.17770034843205576,slow_regular,11,1,ESHOCK_09_LOC1,sham,ESHOCK
138,6.828169809900947,6.258096704701033,0.7891036532584685,138.0,0.5564516129032258,fast_firing,25,1,ESHOCK_09_LOC1,sham,ESHOCK
139,2.865804952536637,2.7494579805256283,0.312782197328559,47.0,0.1649122807017544,slow_regular,13,1,ESHOCK_09_LOC1,sham,ESHOCK
140,5.267764689381103,3.910041480937105,0.7309521880148513,79.0,0.265993265993266,slow_irregular,7,1,ESHOCK_09_LOC1,sham,ESHOCK
142,6.700026807343278,7.919679134604556,0.6550991365399278,98.0,0.4152542372881356,fast_firing,7,1,ESHOCK_09_LOC1,sham,ESHOCK
144,7.719174689112015,8.93155429997513,0.5985859223072878,25.0,0.099601593625498,fast_firing,22,1,ESHOCK_09_LOC1,sham,ESHOCK
145,5.140262516547297,1.3800791978888245,0.5801128169736037,25.0,0.10040160642570281,slow_regular,18,1,ESHOCK_09_LOC1,sham,ESHOCK
146,2.9479892071545972,2.8951482497262178,0.35297015823552297,131.0,0.4106583072100313,slow_regular,7,1,ESHOCK_09_LOC1,sham,ESHOCK
147,8.40744736272788,8.245904614980264,0.6684163527500785,138.0,0.5307692307692308,fast_firing,7,1,ESHOCK_09_LOC1,sham,ESHOCK
151,1.3829967960730687,0.8859395089429452,0.8366404843291738,21.0,0.08433734939759036,slow_irregular,24,1,ESHOCK_09_LOC1,sham,ESHOCK
152,7.167435941496976,7.286434047382407,0.4568885912431136,20.0,0.08130081300813008,fast_firing,25,1,ESHOCK_09_LOC1,sham,ESHOCK
153,5.558287622896326,5.6832923469322285,0.9583847931029695,19.0,0.07755102040816327,fast_firing,24,1,ESHOCK_09_LOC1,sham,ESHOCK
154,12.704297546931542,12.725537430871087,0.36319434804257383,31.0,0.11969111969111969,fast_firing,28,1,ESHOCK_09_LOC1,sham,ESHOCK
155,5.504815063231588,5.883856540502155,0.47672378636398216,91.0,0.40444444444444444,fast_firing,28,1,ESHOCK_09_LOC1,sham,ESHOCK
156,5.241221820368628,5.653660427772786,0.8681895014120216,90.0,0.4090909090909091,fast_firing,30,1,ESHOCK_09_LOC1,sham,ESHOCK
157,12.917600121885414,13.0224053617092,0.5307454934128534,20.0,0.08064516129032258,fast_firing,30,1,ESHOCK_09_LOC1,sham,ESHOCK
158,2.442539668504048,2.4674060092672363,0.6113421170256444,97.0,0.28955223880597014,slow_regular,7,1,ESHOCK_09_LOC1,sham,ESHOCK
159,9.782267238750016,15.175109414718289,0.8044358544432393,133.0,0.5341365461847389,fast_firing,7,1,ESHOCK_09_LOC1,sham,ESHOCK
161,3.1552339572404833,3.3036846166559313,0.6683637661337256,138.0,0.9324324324324325,slow_irregular,7,1,ESHOCK_09_LOC1,sham,ESHOCK
162,8.722888852856634,11.328447316427768,0.8413754502538121,129.0,0.36962750716332377,fast_firing,7,1,ESHOCK_09_LOC1,sham,ESHOCK
163,5.627360122768348,4.9197216893329045,0.8805064903884404,133.0,0.4418604651162791,fast_firing,7,1,ESHOCK_09_LOC1,sham,ESHOCK
164,16.901454899985726,16.0679081642074,0.9387814684469394,43.0,0.16475095785440613,fast_firing,32,1,ESHOCK_09_LOC1,sham,ESHOCK
166,2.5725563151756345,1.5976543080132455,0.3888141223066342,110.0,0.3374233128834356,slow_regular,7,1,ESHOCK_09_LOC1,sham,ESHOCK
167,3.321159565637254,3.179395177959383,0.37352140910779047,129.0,0.5633187772925764,slow_regular,16,1,ESHOCK_09_LOC1,sham,ESHOCK
176,6.180287111794019,6.843052738478165,0.8608498447696264,69.0,0.28870292887029286,fast_firing,14,1,ESHOCK_09_LOC1,sham,ESHOCK
177,8.018913906310576,8.75266530653109,0.5573512776514559,98.0,0.2934131736526946,fast_firing,7,1,ESHOCK_09_LOC1,sham,ESHOCK
178,1.5363839891782383,1.1902154195709185,0.9589689373065132,38.0,0.09895833333333333,slow_irregular,7,1,ESHOCK_09_LOC1,sham,ESHOCK
179,2.4702222374524245,1.7315466834744275,0.8635066696681027,54.0,0.2872340425531915,slow_irregular,7,1,ESHOCK_09_LOC1,sham,ESHOCK
180,1.7920155856456552,0.7377799131457353,0.5247036523515485,39.0,0.3391304347826087,slow_regular,7,1,ESHOCK_09_LOC1,sham,ESHOCK
181,9.600406247048937,6.409274366338557,0.9637581783589975,38.0,0.14393939393939395,fast_firing,8,1,ESHOCK_09_LOC1,sham,ESHOCK
182,7.5909763135374995,5.052790955928547,0.7043164800610293,83.0,0.4486486486486487,fast_firing,20,1,ESHOCK_09_LOC1,sham,ESHOCK
184,1.3685023441158686,1.0634566542777502,0.8104817823024746,72.0,0.7058823529411765,slow_irregular,7,1,ESHOCK_09_LOC1,sham,ESHOCK
185,3.514107768097242,2.2929069297727445,0.9116608324539134,59.0,0.14081145584725538,slow_irregular,7,1,ESHOCK_09_LOC1,sham,ESHOCK
1011,5.238340775211983,2.740129413382841,0.7054591565773963,31.0,0.11969111969111969,slow_irregular,16,1,hamilton_10,acute_cit,HAMILTON
1013,3.293783824412063,0.9816945069674381,0.2668336541065115,113.0,0.46122448979591835,slow_regular,21,1,hamilton_10,acute_cit,HAMILTON
1014,1.5245558013633054,0.3550342906696101,0.6471719617394285,13.0,0.05394190871369295,slow_regular,31,1,hamilton_10,acute_cit,HAMILTON
1015,3.4619788423527873,1.2014645740666325,0.3080046812052372,43.0,0.16104868913857678,slow_regular,21,1,hamilton_10,acute_cit,HAMILTON
1016,1.2482321196072819,0.2504994647460232,0.49274846083060275,44.0,0.16417910447761194,slow_regular,21,1,hamilton_10,acute_cit,HAMILTON
1018,2.2848971522180164,0.1857482339902056,0.4242281023080726,43.0,0.16104868913857678,slow_regular,21,1,hamilton_10,acute_cit,HAMILTON
1019,1.8383672563920963,0.85905128600197,0.9291133550344447,41.0,0.16205533596837945,slow_irregular,14,1,hamilton_10,acute_cit,HAMILTON
1021,10.943535354908331,5.460504213992721,0.9890380014326708,53.0,0.19272727272727272,fast_firing,21,1,hamilton_03,acute_sal,HAMILTON
1022,2.0045904256805303,1.1048864671765997,0.5855547745348163,19.0,0.07569721115537849,slow_regular,28,1,hamilton_03,acute_sal,HAMILTON
1024,7.206270287312609,3.9704027977433753,0.9647775925259094,41.0,0.15708812260536398,fast_firing,29,1,hamilton_03,acute_sal,HAMILTON
1025,5.159564433136449,2.1902926912020844,0.46885907569659313,35.0,0.13409961685823754,slow_regular,32,1,hamilton_03,acute_sal,HAMILTON
1026,4.798741737676153,2.742598739979461,0.7259157548935663,34.0,0.13178294573643412,slow_irregular,31,1,hamilton_03,acute_sal,HAMILTON
1027,3.848549764230558,2.9072205130874718,0.7979907209537,37.0,0.1417624521072797,slow_irregular,32,1,hamilton_03,acute_sal,HAMILTON
1028,3.368001841417748,1.334259471040428,0.5849258119204169,38.0,0.14615384615384616,slow_regular,25,1,hamilton_03,acute_sal,HAMILTON
1029,11.55210261484805,5.140589234919486,0.9208962078540948,54.0,0.22131147540983606,fast_firing,30,1,hamilton_03,acute_sal,HAMILTON
1030,5.673888286165129,3.824712528542786,0.9710507580405422,102.0,0.51,slow_irregular,27,1,hamilton_03,acute_sal,HAMILTON
1031,5.7060732363655475,3.0032498807338115,0.44538632450205334,31.0,0.1225296442687747,slow_regular,31,1,hamilton_04,acute_cit,HAMILTON
1032,5.129561745782733,2.7275084107778933,0.5758259725534032,24.0,0.09836065573770492,slow_regular,32,1,hamilton_04,acute_cit,HAMILTON
1034,4.8364543984291775,2.2215708280926068,0.5784516040408577,29.0,0.11372549019607843,slow_regular,31,1,hamilton_04,acute_cit,HAMILTON
1035,5.498650364641485,1.8714751906162368,0.5878474088651765,45.0,0.16483516483516483,slow_regular,25,1,hamilton_04,acute_cit,HAMILTON
1036,2.6901324940003803,0.9188638635645473,0.8295385825067588,37.0,0.13454545454545455,slow_irregular,25,1,hamilton_04,acute_cit,HAMILTON
1037,0.8362393878237381,0.3517418552074499,0.9408293987432785,87.0,0.42857142857142855,slow_irregular,9,1,hamilton_04,acute_cit,HAMILTON
1038,1.356783442328942,0.31772002209846095,0.710748025697188,48.0,0.17777777777777778,slow_regular,25,1,hamilton_04,acute_cit,HAMILTON
1040,0.845754029462352,0.12758187415870842,0.80424411202528,28.0,0.11023622047244094,slow_irregular,31,1,hamilton_04,acute_cit,HAMILTON
1041,0.8991679806395717,0.11605835004114766,0.7823201311987054,27.0,0.1067193675889328,slow_irregular,31,1,hamilton_04,acute_cit,HAMILTON
1044,1.6098467058307573,1.3449598862924488,0.7683155494242329,34.0,0.1328125,slow_irregular,25,1,hamilton_04,acute_cit,HAMILTON
1045,3.9439136526138685,1.4662312591486835,0.6208325336173594,46.0,0.19327731092436976,slow_regular,21,1,hamilton_04,acute_cit,HAMILTON
1046,6.566493038218277,3.263901021488162,0.7162211376682678,34.0,0.13076923076923078,slow_irregular,19,1,hamilton_04,acute_cit,HAMILTON
1047,2.13711790793283,0.8488996099936427,0.4935121556903169,58.0,0.25217391304347825,slow_regular,9,1,hamilton_04,acute_cit,HAMILTON
1048,1.2652562454106542,0.444753157013476,0.8958344799464013,42.0,0.16535433070866143,slow_irregular,14,1,hamilton_04,acute_cit,HAMILTON
1049,4.8207322733474705,2.27260357775609,0.4303639807229888,26.0,0.10483870967741936,slow_regular,31,1,hamilton_04,acute_cit,HAMILTON
1050,7.471001993665105,3.336334601655687,0.7840808864724023,43.0,0.16104868913857678,slow_irregular,4,1,hamilton_04,acute_cit,HAMILTON
1052,4.8865736975716825,2.3867413404443107,0.6846662190651323,87.0,0.3411764705882353,slow_regular,28,1,hamilton_09,acute_cit,HAMILTON
1053,11.920466186704616,6.095121149324102,0.6361911824526878,35.0,0.13409961685823754,fast_firing,27,1,hamilton_09,acute_cit,HAMILTON
1054,9.657620115953748,5.0217871886598715,0.9835658846669779,55.0,0.1971326164874552,fast_firing,27,1,hamilton_09,acute_cit,HAMILTON
1055,9.438458347231265,3.488609741780597,0.9946064758768871,58.0,0.20422535211267606,slow_irregular,31,1,hamilton_09,acute_cit,HAMILTON
1056,2.2050761640657885,0.13745918054518907,0.9687385677785372,41.0,0.155893536121673,slow_irregular,32,1,hamilton_09,acute_cit,HAMILTON
1057,10.306542489409857,3.993449845978497,0.9872290580866042,60.0,0.2112676056338028,fast_firing,31,1,hamilton_09,acute_cit,HAMILTON
1058,4.687898008324433,2.406770322839119,0.6362279021926747,41.0,0.15355805243445692,slow_regular,19,1,hamilton_09,acute_cit,HAMILTON
1059,4.056316782953081,2.0328045282620875,0.3028234395436281,68.0,0.23448275862068965,slow_regular,26,1,hamilton_09,acute_cit,HAMILTON
1060,2.824288112947678,0.6340681960876885,0.4681434376841574,59.0,0.20701754385964913,slow_regular,23,1,hamilton_09,acute_cit,HAMILTON
1061,4.3933916292464525,1.8808037577590242,0.8144488589446878,75.0,0.25951557093425603,slow_irregular,24,1,hamilton_09,acute_cit,HAMILTON
1062,1.600624139388871,0.3196406094513878,0.8185168489755277,31.0,0.12062256809338522,slow_irregular,30,1,hamilton_09,acute_cit,HAMILTON
1065,1.7397493748000978,0.08368273466323886,0.43937323730351335,75.0,0.18610421836228289,slow_regular,23,1,hamilton_09,acute_cit,HAMILTON
1068,10.965169776598888,5.525255444748538,0.9526396430488134,48.0,0.17647058823529413,fast_firing,31,1,hamilton_09,acute_cit,HAMILTON
1613,2.2233608169545707,1.2258834704109876,0.691791188543671,100.0,0.4854368932038835,slow_regular,2,1,hamilton_31,acute_cit,HAMILTON
1614,1.4006763291848474,0.6535484392388031,0.9781700124285484,31.0,0.12062256809338522,slow_irregular,1,1,hamilton_31,acute_cit,HAMILTON
1615,1.3584530294242243,0.6785160748268515,0.9662675254192685,37.0,0.14285714285714285,slow_irregular,1,1,hamilton_31,acute_cit,HAMILTON
1619,1.7580111354367034,0.888683205161412,0.9756923014581536,32.0,0.13114754098360656,slow_irregular,3,1,hamilton_31,acute_cit,HAMILTON
1620,3.1646355730978337,1.5696686065848835,0.2171432686398094,54.0,0.1956521739130435,slow_regular,4,1,hamilton_31,acute_cit,HAMILTON
1621,1.870048018391067,1.0672978289836037,0.7498648586756331,39.0,0.14942528735632185,slow_irregular,4,1,hamilton_31,acute_cit,HAMILTON
1622,1.4396941172111664,0.7558883081876165,0.8679076173176037,21.0,0.08502024291497975,slow_irregular,3,1,hamilton_31,acute_cit,HAMILTON
1623,2.6320138424466384,1.2898115923012652,0.8065154944578845,26.0,0.104,slow_irregular,5,1,hamilton_31,acute_cit,HAMILTON
1625,0.8408122157573045,0.4776775116350782,0.9607706655092739,23.0,0.0931174089068826,slow_irregular,5,1,hamilton_31,acute_cit,HAMILTON
1626,2.8510728047140983,1.4061443119642594,0.6766129464058735,21.0,0.08433734939759036,slow_regular,8,1,hamilton_31,acute_cit,HAMILTON
1632,0.7107751623682943,0.343785136173896,0.9866778595833926,24.0,0.0967741935483871,slow_irregular,9,1,hamilton_31,acute_cit,HAMILTON
1636,1.046546771155672,0.5424287423908958,0.9995248991487519,21.0,0.08571428571428572,slow_irregular,11,1,hamilton_31,acute_cit,HAMILTON
